nome_teste,entidade,resultado
not_null_data_hora_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_BKP_251212::columns::DATA_HORA_PAGAMENTO>,Sem execução
not_null_data_hora_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDA_POR_HORA::columns::DATA_HORA_PAGAMENTO>,Sem execução
not_null_data_hora_pagamento,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE::columns::DATA_HORA_PAGAMENTO>,Sem execução
not_null_datahoraversao,<#E::table::Suno SnowFlake.SERVING_LAYER.NEXXUS.NXENQ_RESULTADOENQUADRAMENTOHIST::columns::DATAHORAVERSAO>,Sem execução
not_null_datahoraversao,<#E::table::Suno SnowFlake.SERVING_LAYER.NEXXUS.TNXOMS_DETALHELOGEXECCOMPLIANCE::columns::DATAHORAVERSAO>,Sem execução
not_null_datahoraversaoresult,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_COMPLIANCE_RESULTADOS::columns::DATAHORAVERSAORESULT>,Sem execução
not_null_datahoraversaoresult,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_COMPLIANCE_TABTEM_FUNDOSDASREQUISICOES_ATUALIZADA::columns::DATAHORAVERSAORESULT>,Sem execução
not_null_datahoraversaoresult,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_COMPLIANCE_EXECUCOESCOMPLIANCE::columns::DATAHORAVERSAORESULT>,Sem execução
not_null_datahoraversaoresult,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_COMPLIANCE_TABTEM_RESULTADOS::columns::DATAHORAVERSAORESULT>,Sem execução
not_null_datahoraversaoresult,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_COMPLIANCE_TABTEM_FUNDOSDASREQUISICOES::columns::DATAHORAVERSAORESULT>,Sem execução
not_null_datahoraversaoresult,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_COMPLIANCE_FUNDOSDASREQUISICOES::columns::DATAHORAVERSAORESULT>,Sem execução
not_null_datahoraversaoresult,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_COMPLIANCE_TABTEM_EXECUCOESCOMPLIANCE::columns::DATAHORAVERSAORESULT>,Sem execução
not_null_data_inicio,<#E::table::Suno SnowFlake.REFINED_ASSET.COTISTAS.DIM_COTISTAS_SINGULARE::columns::DATA_INICIO>,Success
not_null_data_inicio,<#E::table::Suno SnowFlake.REFINED_ASSET.QUANTUM.DIM_CONTROLE_ATIVOS_IFIX::columns::DATA_INICIO>,Failed
not_null_data_inicio,<#E::table::Suno SnowFlake.REFINED_ASSET.QUANTUM.DIM_CONTROLE_PARES_SUNO::columns::DATA_INICIO>,Success
not_null_data_inicio,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_BASE_DIARIA::columns::DATA_INICIO>,Sem execução
not_null_data_inicio_safra,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.DT_FCT_COHORT_MONTHLY_UN_TRUTH::columns::DATA_INICIO_SAFRA>,Sem execução
not_null_data_inicio_vigencia,<#E::table::Suno SnowFlake.REFINED_ASSET.QUANTUM.DIM_ATIVO::columns::DATA_INICIO_VIGENCIA>,Success
not_null_data_liquidacao,<#E::table::Suno SnowFlake.REFINED_ASSET.IVT.API_IVT_WEBHOOK_WALLET_FUND_ACCRUALS::columns::DATA_LIQUIDACAO>,Failed
not_null_data_max,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_INSTAGRAM_STORIES::columns::DATA_MAX>,Sem execução
not_null_data_max,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_INSTAGRAM_STORY_INSIGHTS::columns::DATA_MAX>,Sem execução
not_null_data_mensagem_input,<#E::table::Suno SnowFlake.SERVING_LAYER.RESEARCH.VW_VALID_PHONES_USER_MESSAGES::columns::DATA_MENSAGEM_INPUT>,Sem execução
not_null_data_meta,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_METAS_RECEITA_ESTRATIFICADA::columns::DATA_META>,Sem execução
not_null_data_morte_safra,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.DT_FCT_COHORT_MONTHLY_UN_TRUTH::columns::DATA_MORTE_SAFRA>,Sem execução
not_null_data_operacao,<#E::table::Suno SnowFlake.REFINED_ASSET.FIDCPR.CARTEIRA_CPR::columns::DATA_OPERACAO>,Success
not_null_data_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDA_POR_HORA_SEGMENTED::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_EXTERNAS_CONSULTORIA::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE_CONSULTORIA::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_SEGMENTED::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_HOTMART::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_VENDA_POR_HORA::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.TB_DEALS_VENDAS_ENRIQUECIDA_V2::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_V2_260227::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_POR_HORA_SUNOCODE::columns::DATA_PAGAMENTO>,Aborted
not_null_data_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_V2_260128::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_POR_HORA_EM_VALIDACAO::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_BKP_251212::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDA_POR_HORA::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE_E_HOTMART_TEST::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE_E_HOTMART::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_VENDAS_SEGMENTED::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE_E_HOTMART_TEST_TIMESTAMP::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_pagamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_NEW_GIO::columns::DATA_PAGAMENTO>,Sem execução
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.TB_LEADS_SUNOCODE_DEV::columns::DATA_PRIMEIRA_ASSINATURA>,Sem execução
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_PIPE002_LEADS_CLASSIFICATION::columns::DATA_PRIMEIRA_ASSINATURA>,Sem execução
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.DT_LEADS_SUNOCODE::columns::DATA_PRIMEIRA_ASSINATURA>,Aborted
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.BKP_DT_LEADS_SUNOCODE_20260327::columns::DATA_PRIMEIRA_ASSINATURA>,Sem execução
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_LEADS_SUNOCODE_PBI_HIST_2021::columns::DATA_PRIMEIRA_ASSINATURA>,Sem execução
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.TB_LEADS_LEGADO_FROZEN::columns::DATA_PRIMEIRA_ASSINATURA>,Sem execução
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.LEADS_V3::columns::DATA_PRIMEIRA_ASSINATURA>,Sem execução
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.LEADS_V2::columns::DATA_PRIMEIRA_ASSINATURA>,Sem execução
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_LEADS_SUNOCODE_PBI::columns::DATA_PRIMEIRA_ASSINATURA>,Sem execução
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.DT_LEADS_SUNOCODE_DEV_20260326::columns::DATA_PRIMEIRA_ASSINATURA>,Sem execução
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.DT_LEADS_BKP_260331::columns::DATA_PRIMEIRA_ASSINATURA>,Sem execução
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.BKP_DT_LEADS_SUNOCODE_20260430::columns::DATA_PRIMEIRA_ASSINATURA>,Sem execução
not_null_data_primeira_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.LEADS::columns::DATA_PRIMEIRA_ASSINATURA>,Sem execução
not_null_data_primeira_carga,<#E::table::Suno SnowFlake.REFINED_ASSET.COTISTAS.DIM_COTISTAS_SINGULARE::columns::DATA_PRIMEIRA_CARGA>,Success
not_null_data_primeira_carga,<#E::table::Suno SnowFlake.REFINED_ASSET.COTISTAS.DIM_FUNDOS_SINGULARE::columns::DATA_PRIMEIRA_CARGA>,Success
not_null_data_processada,<#E::table::Suno SnowFlake.REFINED_ASSET.COTISTAS.FATO_POSICAO_SINGULARE::columns::DATA_PROCESSADA>,Success
not_null_data_processamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.FATO_PEDIDOS_ITENS::columns::DATA_PROCESSAMENTO>,Sem execução
not_null_data_processamento,<#E::table::Suno SnowFlake.REFINED_ASSET.COTISTAS.DIM_COTISTAS_SINGULARE::columns::DATA_PROCESSAMENTO>,Success
not_null_data_processamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_PEDIDOS_ITENS::columns::DATA_PROCESSAMENTO>,Sem execução
not_null_data_publicacao,<#E::table::Suno SnowFlake.REFINED_ASSET.NEWS_AI.DT_NEWS_AI::columns::DATA_PUBLICACAO>,Success
not_null_data_publicacao,<#E::table::Suno SnowFlake.SERVING_LAYER.YOUTUBE.VIDEOS_METRICS_INFO::columns::DATA_PUBLICACAO>,Sem execução
not_null_data_publicao_raw,<#E::table::Suno SnowFlake.REFINED_ASSET.NEWS_AI.DT_NEWS_AI::columns::DATA_PUBLICAO_RAW>,Success
not_null_data_ref,<#E::table::Suno SnowFlake.REFINED_ASSET.AUM_RECEITA.DADOS_ADM_XML::columns::DATA_REF>,Success
not_null_dataref,<#E::table::Suno SnowFlake.SERVING_LAYER.CONSULTORIA.BASE_AUC_HISTORICA_MANUAL::columns::DATAREF>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_RENEWAL_COMPLETED_TRANSACTIONS::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.VW_ASSINANTES_POR_PLANO_DIARIO::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.BASE_ASSINANTES_FOTO_DIARIA_V2::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_MRR_AGREGADO::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_QTD_MOVIMENTACAO_POR_SAFRA::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_QTD_MOVIMENTACAO_POR_SAFRA_PIVOT::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_BASE_SAIDAS::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.VW_ASSINANTES_POR_PLANO_DIARIO_UN_TRUTH::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FULLBASE_CLIENTESATIVOS_DIARIA::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_MRR_ASSINATURA::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_RENEWAL_FAILED_TRANSACTIONS::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_ASSET.FIDCPR.ESTOQUE::columns::DATA_REFERENCIA>,Success
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_SALDO_DIARIO_BASE_ATUAL::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_LEGADO_RENEWAL_FAILED_TRANSACTIONS::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.VW_RETAIL_MOV_DIARIA_RESUMO::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_QTD_MOVIMENTACAO_POR_SAFRA::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.BASE_ASSINANTES_FOTO_DIARIA_V3::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_ALL_RENEWAL_FAILED_TRANSACTIONS::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_INDICADOR_IMA_B_ANBIMA::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_MRR_DETALHADO::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_LEGADO_RENEWAL_COMPLETED_TRANSACTIONS::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_MRR_DETALHADO::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.VW_RETAIL_MOV_DIARIA_DETALHE::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_SAIDAS_UNIFICADA::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_SALDO_DIARIO::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_SALDO_DIARIO::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.BASE_ASSINANTES_FOTO_DIARIA::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_MOVIMENTACOES_RENOVACOES::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_BASE_SAIDAS::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_QTD_MOVIMENTACAO_POR_SAFRA_PIVOT::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_ASSET.FIDCPR.CARTEIRA_CPR::columns::DATA_REFERENCIA>,Success
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_MRR_AGREGADO::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_CORE_RENEWAL_FAILED_TRANSACTIONS::columns::DATA_REFERENCIA>,Sem execução
not_null_data_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_QTD_MOVIMENTACAO_POR_SAFRA_TABELA::columns::DATA_REFERENCIA>,Sem execução
not_null_datareferencia,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_FUNDOS_INVESTIMENTOS_SERIE_HISTORICA_FIA_PREV_PEERS::columns::DATAREFERENCIA>,Sem execução
not_null_datareferencia,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_FUNDOS_INVESTIMENTOS_SERIE_HISTORICA::columns::DATAREFERENCIA>,Sem execução
not_null_data_referencia_analise,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.DT_FCT_COHORT_MONTHLY_UN_TRUTH::columns::DATA_REFERENCIA_ANALISE>,Sem execução
not_null_data_referencia_date,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_SALDO_DIARIO::columns::DATA_REFERENCIA_DATE>,Sem execução
not_null_data_referencia_date,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_SALDO_DIARIO::columns::DATA_REFERENCIA_DATE>,Sem execução
not_null_data_solicitacao_cancelamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_SAIDAS::columns::DATA_SOLICITACAO_CANCELAMENTO>,Sem execução
not_null_data_solicitacao_cancelamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_TIMELINE::columns::DATA_SOLICITACAO_CANCELAMENTO>,Sem execução
not_null_data_solicitacao_cancelamento,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.DT_LIFECYCLE_SUBS_UN_TRUTH::columns::DATA_SOLICITACAO_CANCELAMENTO>,Failed
not_null_data_solicitacao_cancelamento,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_FREQUENCIA_DE_ACESSO_MOVIMENTACOES::columns::DATA_SOLICITACAO_CANCELAMENTO>,Sem execução
not_null_data_transacao,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_BASE_STATUS_CLASSIFICACAO_RENOVACAO::columns::DATA_TRANSACAO>,Sem execução
not_null_data_transacao,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_BASE_STATUS_V2::columns::DATA_TRANSACAO>,Sem execução
not_null_data_transacao,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_BASE_STATUS_ATIVOS::columns::DATA_TRANSACAO>,Sem execução
not_null_data_transacao,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_BASE_STATUS::columns::DATA_TRANSACAO>,Sem execução
not_null_data_transacao,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_BASE_STATUS_V5_GIO::columns::DATA_TRANSACAO>,Sem execução
not_null_data_transacao,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_BASE_STATUS_V3_GIO_ENTRIES_SAIDAS::columns::DATA_TRANSACAO>,Sem execução
not_null_data_transacao,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_BASE_STATUS_V4_GIO::columns::DATA_TRANSACAO>,Sem execução
not_null_data_transacao,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_BASE_STATUS_V3_GIO::columns::DATA_TRANSACAO>,Sem execução
not_null_data_transacao,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_BASE_STATUS_CRM::columns::DATA_TRANSACAO>,Sem execução
not_null_data_ultima_atualizacao,<#E::table::Suno SnowFlake.SERVING_LAYER.RESEARCH.VW_PROJ_IA_TOKENS_POR_HORA::columns::DATA_ULTIMA_ATUALIZACAO>,Sem execução
not_null_data_ultima_atualizacao,<#E::table::Suno SnowFlake.REFINED_ASSET.COTISTAS.DIM_FUNDOS_SINGULARE::columns::DATA_ULTIMA_ATUALIZACAO>,Success
not_null_data_ultima_atualizacao,<#E::table::Suno SnowFlake.REFINED_ASSET.COTISTAS.DIM_COTISTAS_SINGULARE::columns::DATA_ULTIMA_ATUALIZACAO>,Success
not_null_data_validacao,<#E::table::Suno SnowFlake.SERVING_LAYER.RESEARCH.VW_VALIDATED_PHONES::columns::DATA_VALIDACAO>,Sem execução
not_null_data_validacao,<#E::table::Suno SnowFlake.SERVING_LAYER.RESEARCH.VW_BASE_VALIDADA_SEM_USAR_CHAT::columns::DATA_VALIDACAO>,Sem execução
not_null_data_validade,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_TAXA_IPCA_IGPM_ASSET::columns::DATA_VALIDADE>,Sem execução
not_null_data_vencimento,<#E::table::Suno SnowFlake.REFINED_ASSET.FIDCPR.CARTEIRA_CPR::columns::DATA_VENCIMENTO>,Success
not_null_data_vencimento_ajustada,<#E::table::Suno SnowFlake.REFINED_ASSET.FIDCPR.ESTOQUE::columns::DATA_VENCIMENTO_AJUSTADA>,Success
not_null_data_vencimento_original,<#E::table::Suno SnowFlake.REFINED_ASSET.FIDCPR.ESTOQUE::columns::DATA_VENCIMENTO_ORIGINAL>,Success
not_null_data_venda,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_AKM::columns::DATA_VENDA>,Sem execução
not_null_date,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_INDICE_INDICE_HISTORY::columns::DATE>,Sem execução
not_null_date,<#E::table::Suno SnowFlake.SERVING_LAYER.YOUTUBE.VIDEOS_METRICS_INFO::columns::DATE>,Sem execução
not_null_date,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_USERS_INSIGHTS::columns::DATE>,Sem execução
not_null_date,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_PERFORMIT_FRAMEWORK_FUNDS::columns::DATE>,Sem execução
not_null_date,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.DT_GA4_PAGE_VIEWS_SUNO::columns::DATE>,Sem execução
not_null_date,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.VW_BASE_DIARIA_2025_TOTAL::columns::DATE>,Sem execução
not_null_date,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_INSTAGRAM_STORY_FACT::columns::DATE>,Sem execução
not_null_date,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_GADS_CAMPAIGN_PERFORMANCE::columns::date>,Sem execução
not_null_date,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_GADS_ADGROUP_COSTS::columns::date>,Sem execução
not_null_date,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_BASE_DIARIA_2025_TOTAL::columns::DATE>,Sem execução
not_null_date,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_INSTAGRAM_MIDIA_POSTS::columns::DATE>,Sem execução
not_null_dateanuncio,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_ASSETS_DIVIDEND_QUOTATION::columns::DATEANUNCIO>,Sem execução
not_null_datecom,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_ASSETS_DIVIDEND_QUOTATION::columns::DATECOM>,Sem execução
not_null_datecom,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_ASSET_STATUS_INVEST_DIVIDENDOS::columns::DATECOM>,Sem execução
not_null_date_created,<#E::table::Suno SnowFlake.REFINED_ASSET.IVT.API_IVT_WEBHOOK_PORTFOLIO_ADMINISTRATOR::columns::DATE_CREATED>,Success
not_null_date_entered_111842127,<#E::table::Suno SnowFlake.TRUSTED.CONSULTORIA_HUBSPOT.HUBSPOT_DEALS::columns::DATE_ENTERED_111842127>,Failed
not_null_date_entered_111842127,<#E::table::Suno SnowFlake.SERVING_LAYER.CONSULTORIA.VW_DEALS_CADASTRO::columns::DATE_ENTERED_111842127>,Sem execução
not_null_date_entered_15875545,<#E::table::Suno SnowFlake.SERVING_LAYER.CONSULTORIA.VW_DEALS_CADASTRO::columns::DATE_ENTERED_15875545>,Sem execução
not_null_date_entered_15875545,<#E::table::Suno SnowFlake.TRUSTED.CONSULTORIA_HUBSPOT.HUBSPOT_DEALS::columns::DATE_ENTERED_15875545>,Failed
not_null_date_entered_15875547,<#E::table::Suno SnowFlake.TRUSTED.CONSULTORIA_HUBSPOT.HUBSPOT_DEALS::columns::DATE_ENTERED_15875547>,Failed
not_null_date_entered_15875547,<#E::table::Suno SnowFlake.SERVING_LAYER.CONSULTORIA.VW_DEALS_CADASTRO::columns::DATE_ENTERED_15875547>,Sem execução
not_null_date_entered_15875548,<#E::table::Suno SnowFlake.SERVING_LAYER.CONSULTORIA.VW_DEALS_CADASTRO::columns::DATE_ENTERED_15875548>,Sem execução
not_null_date_entered_15875548,<#E::table::Suno SnowFlake.TRUSTED.CONSULTORIA_HUBSPOT.HUBSPOT_DEALS::columns::DATE_ENTERED_15875548>,Failed
