nome_teste,entidade,resultado
non_negative_valor_devolucao,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_V2_260227::columns::VALOR_DEVOLUCAO>,Sem execução
non_negative_valor_devolucao,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE_CONSULTORIA::columns::VALOR_DEVOLUCAO>,Sem execução
non_negative_valor_devolucao,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE_E_HOTMART::columns::VALOR_DEVOLUCAO>,Sem execução
non_negative_valor_devolucao,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_VENDAS_SEGMENTED::columns::VALOR_DEVOLUCAO>,Sem execução
non_negative_valor_devolucao,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_V2_260128::columns::VALOR_DEVOLUCAO>,Sem execução
non_negative_valor_devolucao,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_POR_HORA_SUNOCODE::columns::VALOR_DEVOLUCAO>,Aborted
non_negative_valor_devolucao,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE_E_HOTMART_TEST::columns::VALOR_DEVOLUCAO>,Sem execução
non_negative_valor_devolucao,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE::columns::VALOR_DEVOLUCAO>,Sem execução
non_negative_valor_do_contrato,<#E::table::Suno SnowFlake.SERVING_LAYER.CONSULTORIA.VW_DEALS_CADASTRO::columns::VALOR_DO_CONTRATO>,Sem execução
non_negative_valor_do_contrato,<#E::table::Suno SnowFlake.TRUSTED.CONSULTORIA_HUBSPOT.HUBSPOT_DEALS::columns::VALOR_DO_CONTRATO>,Success
non_negative_valoresreceber,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_ASSETS_BALANCO_FIIS::columns::VALORESRECEBER>,Sem execução
non_negative_valoresreceber,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_FIAGRO_BALANCO_FIAGRO::columns::VALORESRECEBER>,Sem execução
non_negative_valorexposicao,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_COMPLIANCE_RESULTADOS::columns::VALOREXPOSICAO>,Sem execução
non_negative_valorexposicao,<#E::table::Suno SnowFlake.SERVING_LAYER.NEXXUS.NXENQ_RESULTADOENQUADRAMENTOHIST::columns::VALOREXPOSICAO>,Sem execução
non_negative_valorexposicao,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_COMPLIANCE_TABTEM_RESULTADOS::columns::VALOREXPOSICAO>,Sem execução
non_negative_valor_fechamento,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_STATUS_INVEST_POSITIONS::columns::VALOR_FECHAMENTO>,Sem execução
non_negative_valorfindisp,<#E::table::Suno SnowFlake.REFINED_ASSET.FIDCPR.XML_TITPRIVADO::columns::VALORFINDISP>,Success
non_negative_valor_ir,<#E::table::Suno SnowFlake.REFINED_ASSET.FIDCPR.CARTEIRA_CPR::columns::VALOR_IR>,Aborted
non_negative_valor_liquido,<#E::table::Suno SnowFlake.REFINED_ASSET.FIDCPR.CARTEIRA_CPR::columns::VALOR_LIQUIDO>,Success
non_negative_valor_liquido,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_BTG_PL_TOTAL::columns::VALOR_LIQUIDO>,Sem execução
non_negative_valor_liquido,<#E::table::Suno SnowFlake.REFINED_ADVISORY.WEALTH_LEGADO.VW_BTG_PL_TOTAL::columns::VALOR_LIQUIDO>,Success
non_negative_valor_nominal,<#E::table::Suno SnowFlake.REFINED_ASSET.FIDCPR.ESTOQUE::columns::VALOR_NOMINAL>,Success
non_negative_valor_nominal,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_PU_SNCI_CRI_OLIVEIRA::columns::VALOR_NOMINAL>,Sem execução
non_negative_valorpagar,<#E::table::Suno SnowFlake.REFINED_ASSET.AUM_RECEITA.FATO_POSICAO_DIARIA::columns::VALORPAGAR>,Success
non_negative_valor_parcela,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_SEGMENTED::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_VENDA_POR_HORA::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_POR_HORA_EM_VALIDACAO::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_V2_260227::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_NEW_GIO::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDA_POR_HORA::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_BKP_251212::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDA_POR_HORA_SEGMENTED::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE_E_HOTMART_TEST_TIMESTAMP::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE_E_HOTMART::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE_E_HOTMART_TEST::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_POR_HORA_SUNOCODE::columns::VALOR_PARCELA>,Aborted
non_negative_valor_parcela,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_V2_260128::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_VENDAS_SEGMENTED::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE::columns::VALOR_PARCELA>,Sem execução
non_negative_valor_parcela,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_VENDAS_CORE_CONSULTORIA::columns::VALOR_PARCELA>,Sem execução
non_negative_valorpatrimonialcota,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_ASSET_STATUS_INVEST_BALANCO_SNFF::columns::VALORPATRIMONIALCOTA>,Sem execução
non_negative_valorpatrimonialcota,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_ASSET_STATUS_INVEST_BALANCO_SNME::columns::VALORPATRIMONIALCOTA>,Sem execução
non_negative_valorpatrimonialcota,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_COTISTAS_PL_POR_CODE_MENSAL::columns::VALORPATRIMONIALCOTA>,Sem execução
non_negative_valorpatrimonialcota,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_FIAGRO_BALANCO_FIAGRO::columns::VALORPATRIMONIALCOTA>,Sem execução
non_negative_valorpatrimonialcota,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_ASSET_STATUS_INVEST_BALANCO_SNAG::columns::VALORPATRIMONIALCOTA>,Sem execução
non_negative_valorpatrimonialcota,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_ASSET_STATUS_INVEST_BALANCO_SNCI::columns::VALORPATRIMONIALCOTA>,Sem execução
non_negative_valorpatrimonialcota,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_FUNDOS_BALANCO::columns::VALORPATRIMONIALCOTA>,Sem execução
non_negative_valorpatrimonialcota,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_ASSETS_BALANCO_FIIS::columns::VALORPATRIMONIALCOTA>,Sem execução
non_negative_valorpatrimonialcota,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_ASSET_STATUS_INVEST_BALANCO_SNEL::columns::VALORPATRIMONIALCOTA>,Sem execução
non_negative_valorpatrimonialcota,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_ASSET_STATUS_INVEST_BALANCO_SNFZ::columns::VALORPATRIMONIALCOTA>,Sem execução
non_negative_valorpatrimonialcota,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_PVP_HISTORICO_MENSAL::columns::VALORPATRIMONIALCOTA>,Sem execução
non_negative_valor_pdd,<#E::table::Suno SnowFlake.REFINED_ASSET.FIDCPR.ESTOQUE::columns::VALOR_PDD>,Success
non_negative_valor_planejado,<#E::table::Suno SnowFlake.SERVING_LAYER.MARKETING.VW_MIDIA_PLANEJADO_VS_REALIZADO::columns::VALOR_PLANEJADO>,Sem execução
non_negative_valor_presente,<#E::table::Suno SnowFlake.REFINED_ASSET.FIDCPR.ESTOQUE::columns::VALOR_PRESENTE>,Success
non_negative_valorreceber,<#E::table::Suno SnowFlake.REFINED_ASSET.AUM_RECEITA.FATO_POSICAO_DIARIA::columns::VALORRECEBER>,Success
non_negative_valor_sellout,<#E::table::Suno SnowFlake.REFINED_ASSET.COTISTAS.TESTE_TRATAMENTO_OUTLIERS_SNEL::columns::VALOR_SELLOUT>,Failed
non_negative_valor_total,<#E::table::Suno SnowFlake.SERVING_LAYER.CONSULTORIA.VW_DEALS_CADASTRO::columns::VALOR_TOTAL>,Sem execução
non_negative_valor_total,<#E::table::Suno SnowFlake.TRUSTED.CONSULTORIA_HUBSPOT.HUBSPOT_DEALS::columns::VALOR_TOTAL>,Success
non_negative_valor_transacao_enriquecido,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_BASE_STATUS_V5_GIO::columns::VALOR_TRANSACAO_ENRIQUECIDO>,Sem execução
non_negative_valor_transacao_enriquecido,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_BASE_STATUS_V4_GIO::columns::VALOR_TRANSACAO_ENRIQUECIDO>,Sem execução
non_negative_value,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_ASSETS_DIVIDEND_QUOTATION::columns::VALUE>,Sem execução
non_negative_value,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_INDEXER_HISTORY_IPCA_IGPM_PROJECTED::columns::VALUE>,Sem execução
non_negative_value,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_INDEXERHISTORY_QUOTATION::columns::VALUE>,Sem execução
non_negative_value,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_ASSET_STATUS_INVEST_DIVIDENDOS::columns::VALUE>,Sem execução
non_negative_value,<#E::table::Suno SnowFlake.REFINED_ASSET.IVT.API_IVT_WEBHOOK_PORTFOLIO_ADMINISTRATOR::columns::VALUE>,Success
non_negative_vol_total_registros,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.VW_AGG_COHORT_BY_PLAN_UN_TRUTH::columns::VOL_TOTAL_REGISTROS>,Sem execução
not_null_actual_days,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_ASSET_COTISTAS_SELLOUT_WEEKLY::columns::ACTUAL_DAYS>,Sem execução
not_null_actual_days,<#E::table::Suno SnowFlake.SERVING_LAYER.ASSET.VW_SELLOUT_SNEL_DT::columns::ACTUAL_DAYS>,Sem execução
not_null_administradora,<#E::table::Suno SnowFlake.REFINED_ADVISORY.WEALTH_LEGADO.VW_BTG_PL_TOTAL::columns::ADMINISTRADORA>,Success
not_null_administrator_id,<#E::table::Suno SnowFlake.REFINED_ASSET.IVT.API_IVT_WEBHOOK_PORTFOLIO_ADMINISTRATOR::columns::ADMINISTRATOR_ID>,Success
not_null_airbyte_extracted_at,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.VW_RETAIL_MOV_DIARIA_DETALHE::columns::AIRBYTE_EXTRACTED_AT>,Sem execução
not_null_airbyte_extracted_at,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FULLBASE_CLIENTESATIVOS_DIARIA::columns::AIRBYTE_EXTRACTED_AT>,Sem execução
not_null_airbyte_extracted_at,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.DT_LIFECYCLE_SUBS_UN_TRUTH_BKP_20260319::columns::AIRBYTE_EXTRACTED_AT>,Sem execução
not_null_airbyte_extracted_at,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.BKP_DT_LIFECYCLE_SUBS_UN_TRUTH_20260528::columns::AIRBYTE_EXTRACTED_AT>,Sem execução
not_null_airbyte_extracted_at,<#E::table::Suno SnowFlake.REFINED_GLOBAL.ASSINATURAS.DT_LIFECYCLE_SUBS_UN_TRUTH::columns::AIRBYTE_EXTRACTED_AT>,Failed
not_null_ano,<#E::table::Suno SnowFlake.REFINED_GLOBAL.GLOBAL.DIM_TEMPO::columns::ANO>,Sem execução
not_null_ano_mes,<#E::table::Suno SnowFlake.SERVING_LAYER.STATUS_INVEST.VW_PVP_HISTORICO_MENSAL::columns::ANO_MES>,Sem execução
not_null_ano_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_SALDO_DIARIO::columns::ANO_REFERENCIA>,Sem execução
not_null_ano_referencia,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_SALDO_DIARIO::columns::ANO_REFERENCIA>,Sem execução
not_null_assinatura,<#E::table::Suno SnowFlake.SERVING_LAYER.RESEARCH.VW_VALID_PHONES_USER_MESSAGES::columns::ASSINATURA>,Sem execução
not_null_assinatura_atual,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_ALL_RENEWAL_FAILED_TRANSACTIONS::columns::ASSINATURA_ATUAL>,Sem execução
not_null_assinatura_atual,<#E::table::Suno SnowFlake.REFINED_RESEARCH.SUBSCRIBER_EVENTS.VW_ACESSO_MENSAL_BUCKETIZADO::columns::ASSINATURA_ATUAL>,Sem execução
not_null_assinatura_atual,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_RENEWAL_FAILED_TRANSACTIONS::columns::ASSINATURA_ATUAL>,Sem execução
not_null_assinatura_atual,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_MOVIMENTACOES_RENOVACOES::columns::ASSINATURA_ATUAL>,Sem execução
not_null_assinatura_atual,<#E::table::Suno SnowFlake.REFINED_RESEARCH.SUBSCRIBER_EVENTS.SUBSCRIBER_EVENTS_DAILY::columns::ASSINATURA_ATUAL>,Sem execução
not_null_assinatura_atual,<#E::table::Suno SnowFlake.REFINED_RESEARCH.SUBSCRIBER_EVENTS.VW_INTERNACIONAL_LOGINS::columns::ASSINATURA_ATUAL>,Sem execução
not_null_assinatura_atual,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_CORE_RENEWAL_FAILED_TRANSACTIONS::columns::ASSINATURA_ATUAL>,Sem execução
not_null_assinatura_atual,<#E::table::Suno SnowFlake.REFINED_RESEARCH.SUBSCRIBER_EVENTS.SUBSCRIBER_EVENTS_LAST::columns::ASSINATURA_ATUAL>,Sem execução
not_null_assinatura_atual,<#E::table::Suno SnowFlake.REFINED_RESEARCH.SUBSCRIBER_EVENTS.VW_MEDIA_ACESSO_MENSAL::columns::ASSINATURA_ATUAL>,Sem execução
not_null_assinatura_atual,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_LEGADO_RENEWAL_FAILED_TRANSACTIONS::columns::ASSINATURA_ATUAL>,Sem execução
not_null_assinatura_atual,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_LEGADO_RENEWAL_COMPLETED_TRANSACTIONS::columns::ASSINATURA_ATUAL>,Sem execução
not_null_assinatura_atual,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_RENEWAL_COMPLETED_TRANSACTIONS::columns::ASSINATURA_ATUAL>,Sem execução
not_null_assinatura_atual_data_fim,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_MOVIMENTACOES_RENOVACOES::columns::ASSINATURA_ATUAL_DATA_FIM>,Sem execução
not_null_assinatura_atual_data_fim,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_CORE_RENEWAL_FAILED_TRANSACTIONS::columns::ASSINATURA_ATUAL_DATA_FIM>,Sem execução
not_null_assinatura_atual_data_inicio,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_CORE_RENEWAL_FAILED_TRANSACTIONS::columns::ASSINATURA_ATUAL_DATA_INICIO>,Sem execução
not_null_assinatura_atual_data_inicio,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_MOVIMENTACOES_RENOVACOES::columns::ASSINATURA_ATUAL_DATA_INICIO>,Sem execução
not_null_assinatura_atual_renovacao_automatica,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_CORE_RENEWAL_FAILED_TRANSACTIONS::columns::ASSINATURA_ATUAL_RENOVACAO_AUTOMATICA>,Sem execução
not_null_assinatura_atual_renovacao_automatica,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_MOVIMENTACOES_RENOVACOES::columns::ASSINATURA_ATUAL_RENOVACAO_AUTOMATICA>,Sem execução
not_null_assinatura_atual_status,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_MOVIMENTACOES_RENOVACOES::columns::ASSINATURA_ATUAL_STATUS>,Sem execução
not_null_assinatura_atual_status,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_CORE_RENEWAL_FAILED_TRANSACTIONS::columns::ASSINATURA_ATUAL_STATUS>,Sem execução
not_null_assinatura_data_criacao,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_ANALISE_RENOVACOES_COM_PAGAMENTO::columns::ASSINATURA_DATA_CRIACAO>,Sem execução
not_null_assinatura_data_criacao,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_SAIDAS::columns::ASSINATURA_DATA_CRIACAO>,Sem execução
not_null_assinatura_data_criacao,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_TIMELINE::columns::ASSINATURA_DATA_CRIACAO>,Sem execução
not_null_assinatura_data_criacao,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_ANALISE_RENOVACOES::columns::ASSINATURA_DATA_CRIACAO>,Sem execução
not_null_assinatura_data_criacao,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_MOVIMENTACOES_RENOVACOES::columns::ASSINATURA_DATA_CRIACAO>,Sem execução
not_null_assinatura_data_criacao,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_FREQUENCIA_DE_ACESSO_MOVIMENTACOES::columns::ASSINATURA_DATA_CRIACAO>,Sem execução
not_null_assinatura_data_criacao_anterior,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_TIMELINE::columns::ASSINATURA_DATA_CRIACAO_ANTERIOR>,Sem execução
not_null_assinatura_data_criacao_anterior,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_FREQUENCIA_DE_ACESSO_MOVIMENTACOES::columns::ASSINATURA_DATA_CRIACAO_ANTERIOR>,Sem execução
not_null_assinatura_data_criacao_anterior,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_SAIDAS::columns::ASSINATURA_DATA_CRIACAO_ANTERIOR>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_MOVIMENTACOES_POR_SAFRA::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_BASE_FOTO_CHURN::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_MOVIMENTACOES_RENOVACOES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.FATO_MOVIMENTACAO_HISTORICA_ASSINANTES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_FATO_MOVIMENTACAO_ASSINANTES_STATUS_INVEST::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_CORE_RENEWAL_RETRY_OUTCOMES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.FATO_MOVIMENTACAO_ASSINANTES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_TIMELINE::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_MOVIMENTACAO_COMPLETA_ASSINANTES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_CORE_RENEWAL_FAILED_TRANSACTIONS::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_LEGADO_RENEWAL_COMPLETED_TRANSACTIONS::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_ANALISE_RENOVACOES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_RENEWAL_COMPLETED_TRANSACTIONS::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_RENOVACOES_FALHAS::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_QTD_MOVIMENTACAO_POR_SAFRA_PIVOT::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.FATO_POTENCIAL_EXPIRACAO_ASSINANTES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_RENEWAL_FAILED_TRANSACTIONS::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_POTENCIAL_EXPIRACAO_ASSINANTES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.FATO_BASE_ASSINANTES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_QTD_MOVIMENTACAO_POR_SAFRA_TABELA::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_RESEARCH.SUBSCRIBER_EVENTS.SUBSCRIBER_EVENTS_DAILY::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_SAIDAS::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_QTD_EXPIRACOES_POR_SAFRA::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_FREQUENCIA_DE_ACESSO_MOVIMENTACOES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_ALL_RENEWAL_FAILED_TRANSACTIONS::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_LEGADO_RENEWAL_FAILED_TRANSACTIONS::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_MOVIMENTACAO_ASSINANTES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_QTD_MOVIMENTACAO_POR_SAFRA_PIVOT_FUTURO::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_MOVIMENTACAO_ASSINANTES_V3::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_MOVIMENTACAO_COMPLETA_ASSINANTES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.SERVING_LAYER.SUNO_CORE.VW_LEGADO_RENEWAL_RETRY_OUTCOMES::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_MOVIMENTACAO_ASSINANTES_V2::columns::ASSINATURA_DATA_FIM>,Sem execução
not_null_assinatura_data_fim,<#E::table::Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.FATO_MOVIMENTACAO_HISTORICA_ASSINANTES::columns::ASSINATURA_DATA_FIM>,Sem execução
