id,nome,responsavel,status_conexao,tipo_agendamento,frequencia,ultimo_status,ultima_execucao,taxa_sucesso_pct,execucoes_amostra,pulso,pulso_datas,url
a9a043df-a023-4ae0-8a0a-8947f262ea54,HubSpot → Snowflake - RAW_MARKETING_CRM,Giovanni Vargas,inactive,basic,Diário,failed,2025-04-10T23:41:10Z,20.0,5,success|failed|failed|failed|failed,2025-02-04T18:21:23Z|2025-04-09T13:17:56Z|2025-04-09T15:40:44Z|2025-04-10T23:29:26Z|2025-04-10T23:41:10Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/a9a043df-a023-4ae0-8a0a-8947f262ea54/status
8bdd9242-6ee0-44c5-a899-bf133697f807,Postgres PROJ IA → Snowflake RAW_SUNO_LEGADO.PROJ_IA_WA_RS,Time de Dados,active,cron,0 0 3 * * ? America/Sao_Paulo,success,2026-09-01T06:00:04Z,99.7,9091,success|success|success|success|success|success|success|success|success|success,2026-08-23T06:00:03Z|2026-08-24T06:00:03Z|2026-08-25T06:00:03Z|2026-08-26T06:00:03Z|2026-08-27T06:00Z|2026-08-28T06:00:04Z|2026-08-29T06:00:04Z|2026-08-30T06:00:04Z|2026-08-31T06:00:04Z|2026-09-01T06:00:04Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/8bdd9242-6ee0-44c5-a899-bf133697f807/status
d4999940-c81c-4069-a501-c999fd89bc67,Google Sheets - BI Cotação USD → Snowflake RAW_SUNO_LEGADO - ASSESSORIA,André Camacho,active,cron,0 0 11 * * ? America/Sao_Paulo,success,2026-08-31T14:00:03Z,100.0,465,success|success|success|success|success|success|success|success|success|success,2026-08-22T14:00:02Z|2026-08-23T14:00:03Z|2026-08-24T14:00:03Z|2026-08-25T14:00:03Z|2026-08-26T14:00Z|2026-08-27T14:00:01Z|2026-08-28T14:00:03Z|2026-08-29T14:00:04Z|2026-08-30T14:00:03Z|2026-08-31T14:00:03Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/d4999940-c81c-4069-a501-c999fd89bc67/status
1d0b3025-c7a6-4d41-b3a6-dd7039dac570,Google Sheets - METAS_DIA_CANAL_ACAO → Snowflake - RAW_MARKETING - MARKETING,Giovanni Vargas,active,cron,0 30 0/4 * * ? America/Sao_Paulo,success,2026-09-01T03:30Z,99.7,2974,success|success|success|success|success|success|success|success|success|success,2026-08-30T15:30Z|2026-08-30T19:30Z|2026-08-30T23:30:01Z|2026-08-31T03:30:01Z|2026-08-31T07:30Z|2026-08-31T11:30:01Z|2026-08-31T15:30Z|2026-08-31T19:30Z|2026-08-31T23:30Z|2026-09-01T03:30Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/1d0b3025-c7a6-4d41-b3a6-dd7039dac570/status
b5e074b9-b16c-4039-92d4-da8e7bc974c6,WALLET - PG_SI_WALLET_READER POSITIONBROKER → SNOW_RAW_STATUS_INVEST,Giovanni Vargas,active,cron,0 0 6 * * ? America/Sao_Paulo,success,2026-08-31T09:00:05Z,97.8,558,success|success|success|success|success|success|success|success|success|success,2026-08-22T09:00:04Z|2026-08-23T09:00:04Z|2026-08-24T09:00:05Z|2026-08-25T09:00:04Z|2026-08-26T09:00:05Z|2026-08-27T09:00Z|2026-08-28T09:00:06Z|2026-08-29T09:00:05Z|2026-08-30T09:00:05Z|2026-08-31T09:00:05Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/b5e074b9-b16c-4039-92d4-da8e7bc974c6/status
208fb32f-1548-409d-8550-b81cd89aff35,Google Sheets - Sunocode 01/2025 → Snowflake - RAW_MARKETING - MARKETING,Giovanni Vargas,inactive,cron,0 0 3 * * ? UTC,success,2025-02-20T17:00:07Z,100.0,6,success|success|success|success|success|success,2025-02-11T15:17:27Z|2025-02-11T15:50:57Z|2025-02-11T15:54:32Z|2025-02-12T11:03:33Z|2025-02-20T16:49:47Z|2025-02-20T17:00:07Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/208fb32f-1548-409d-8550-b81cd89aff35/status
05c4b87d-a3af-446a-b4cc-cbf6c2a48f23,Google Sheets → Snowflake - RAW_MARKETING - MARKETING,Giovanni Vargas,active,cron,0 0 */6 ? * * * America/Sao_Paulo,success,2026-09-01T03:00:03Z,99.9,1458,success|success|success|success|success|success|success|success|success|success,2026-08-29T21:00:04Z|2026-08-30T03:00:03Z|2026-08-30T09:00:05Z|2026-08-30T15:00:05Z|2026-08-30T21:00:04Z|2026-08-31T03:00:03Z|2026-08-31T09:00:04Z|2026-08-31T15:00:05Z|2026-08-31T21:00:05Z|2026-09-01T03:00:03Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/05c4b87d-a3af-446a-b4cc-cbf6c2a48f23/status
73455d19-5318-4c5c-aa52-c3c71c8d2ef5,BDRS - PG_SI_APP_READER - SNOW_RAW_STATUS_INVEST,Giovanni Vargas,active,cron,0 30 5 * * ? America/Sao_Paulo,success,2026-08-31T08:30:01Z,97.4,585,success|success|success|success|success|success|success|success|success|success,2026-08-22T08:30:01Z|2026-08-23T08:30:01Z|2026-08-24T08:30:01Z|2026-08-25T08:30:01Z|2026-08-26T08:30:01Z|2026-08-27T08:30:01Z|2026-08-28T08:30:01Z|2026-08-29T08:30:01Z|2026-08-30T08:30:01Z|2026-08-31T08:30:01Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/73455d19-5318-4c5c-aa52-c3c71c8d2ef5/status
8e574285-cff1-4cba-b457-644a2abbeae0,Instagram MEDIA → Snowflake - RAW_MARKETING - INSTAGRAM,Giovanni Vargas,active,cron,0 0 1 * * ? America/Sao_Paulo,running,2026-08-31T04:00:03Z,95.9,388,success|success|success|success|success|success|success|failed|failed|running,2026-08-14T04:00:02Z|2026-08-15T04:00:03Z|2026-08-16T04:00:02Z|2026-08-17T04:00:02Z|2026-08-18T04:00:03Z|2026-08-19T04:00:02Z|2026-08-20T04:00:03Z|2026-08-21T04:00:02Z|2026-08-26T04:00:03Z|2026-08-31T04:00:03Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/8e574285-cff1-4cba-b457-644a2abbeae0/status
98b24884-de24-4d7e-b484-8570148ca856,Google Sheets - SUNOCODE 07/2025 → Snowflake - RAW_MARKETING - MARKETING,Giovanni Vargas,inactive,cron,0 0 9 * * ? UTC,success,2025-08-18T09:00:04Z,100.0,72,success|success|success|success|success|success|success|success|success|success,2025-08-09T09:00:04Z|2025-08-10T09:00:04Z|2025-08-11T09:00:04Z|2025-08-12T09:00:04Z|2025-08-13T09:00:04Z|2025-08-14T09:00:04Z|2025-08-15T09:00:04Z|2025-08-16T09:00:03Z|2025-08-17T09:00:04Z|2025-08-18T09:00:04Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/98b24884-de24-4d7e-b484-8570148ca856/status
e2b9284c-420a-4c6c-b071-d524bbc943de,Google Sheets - SUNOCODE 05/2025 → Snowflake - RAW_MARKETING - MARKETING,Giovanni Vargas,inactive,cron,0 0 9 * * ? UTC,success,2025-06-09T09:00:03Z,100.0,35,success|success|success|success|success|success|success|success|success|success,2025-05-31T09:00:03Z|2025-06-01T09:00:03Z|2025-06-02T09:00:03Z|2025-06-03T09:00:03Z|2025-06-04T09:00:03Z|2025-06-05T09:00:03Z|2025-06-06T09:00:03Z|2025-06-07T09:00:03Z|2025-06-08T09:00:02Z|2025-06-09T09:00:03Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/e2b9284c-420a-4c6c-b071-d524bbc943de/status
a4525850-86b3-41bb-afb6-730925c715d1,Google Sheets - COMUNIDADE_VIVA_DIVIDENDOS_CONTATOS → Snowflake - RAW_MARKETING - MARKETING,Giovanni Vargas,active,cron,0 0 14 * * ? America/Sao_Paulo,success,2026-08-31T17:00:04Z,100.0,642,success|success|success|success|success|success|success|success|success|success,2026-08-22T17:00:03Z|2026-08-23T17:00:03Z|2026-08-24T17:00:03Z|2026-08-25T17:00:04Z|2026-08-26T17:00Z|2026-08-27T17:00Z|2026-08-28T17:00:04Z|2026-08-29T17:00:04Z|2026-08-30T17:00:03Z|2026-08-31T17:00:04Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/a4525850-86b3-41bb-afb6-730925c715d1/status
4510372f-9143-4e2d-b03c-7812605ee9ec,Google Sheets - WEALTH → Snowflake - WEALTH,André Camacho,active,cron,0 0 13 * * ? America/Sao_Paulo,success,2026-08-31T16:00:04Z,100.0,359,success|success|success|success|success|success|success|success|success|success,2026-08-22T16:00:03Z|2026-08-23T16:00:03Z|2026-08-24T16:00:03Z|2026-08-25T16:00:03Z|2026-08-26T16:00:01Z|2026-08-27T16:00:01Z|2026-08-28T16:00:04Z|2026-08-29T16:00:04Z|2026-08-30T16:00:04Z|2026-08-31T16:00:04Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/4510372f-9143-4e2d-b03c-7812605ee9ec/status
51a1d5d9-107e-4a66-b6c7-c47253b79e18,STOCKS - PG_SI_APP_READER - SNOW_RAW_STATUS_INVEST,Giovanni Vargas,active,cron,0 0 5 * * ? America/Sao_Paulo,success,2026-08-31T08:00:04Z,97.4,583,success|success|success|success|success|success|success|success|success|success,2026-08-22T08:00:03Z|2026-08-23T08:00:03Z|2026-08-24T08:00:03Z|2026-08-25T08:00:11Z|2026-08-26T08:00:03Z|2026-08-27T08:00Z|2026-08-28T08:00:04Z|2026-08-29T08:00:04Z|2026-08-30T08:00:04Z|2026-08-31T08:00:04Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/51a1d5d9-107e-4a66-b6c7-c47253b79e18/status
09272f7c-2474-4648-a562-772718632c79,Google Sheets - Bases XP - Ajuste → Snowflake RAW_SUNO_LEGADO - ASSESSORIA,André Camacho,inactive,manual,Manual,success,2025-05-21T22:06:41Z,100.0,1,success,2025-05-21T22:06:41Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/09272f7c-2474-4648-a562-772718632c79/status
ce0fe804-a5b4-41bb-8756-a5f0cfd8ca88,Postgres - Status Invest - Wallet Reader → Snowflake - RAW STATUS_INVEST,Giovanni Vargas,active,basic,Diário,failed,2026-08-31T20:44:06Z,99.7,293,success|success|success|success|success|success|success|success|success|failed,2026-08-22T20:44:02Z|2026-08-23T20:44:03Z|2026-08-24T20:44:04Z|2026-08-25T20:44:04Z|2026-08-26T20:44:04Z|2026-08-27T20:44:04Z|2026-08-28T20:44:05Z|2026-08-29T20:44:05Z|2026-08-30T20:44:05Z|2026-08-31T20:44:06Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/ce0fe804-a5b4-41bb-8756-a5f0cfd8ca88/status
3386e6ff-87cf-4c56-aca7-7da141afeef7,Salesforce → Snowflake - RAW_SALESFORCE - Salesforce,André Camacho / Paulo Sousa,active,cron,0 0 3 * * ? America/Sao_Paulo,running,2026-09-01T06:00:03Z,90.9,66,failed|success|failed|skipped|success|success|success|success|success|running,2026-08-25T01:42:21Z|2026-08-26T01:42:21Z|2026-08-27T01:42:22Z|2026-08-27T12:21:14Z|2026-08-27T14:00:08Z|2026-08-28T06:00:04Z|2026-08-29T06:00:11Z|2026-08-30T06:00:04Z|2026-08-31T06:00:04Z|2026-09-01T06:00:03Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/3386e6ff-87cf-4c56-aca7-7da141afeef7/status
875f4425-a9b7-45d8-98b5-b2943fb2a7b5,Google Sheets - BI QTD_ASSESSORES → Snowflake RAW_SUNO_LEGADO - ASSESSORIA,André Camacho,active,cron,0 0 13 * * ? America/Sao_Paulo,success,2026-08-31T16:00:03Z,100.0,465,success|success|success|success|success|success|success|success|success|success,2026-08-22T16:00:03Z|2026-08-23T16:00:03Z|2026-08-24T16:00:03Z|2026-08-25T16:00:04Z|2026-08-26T16:00Z|2026-08-27T16:00:01Z|2026-08-28T16:01:01Z|2026-08-29T16:00:04Z|2026-08-30T16:00:04Z|2026-08-31T16:00:03Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/875f4425-a9b7-45d8-98b5-b2943fb2a7b5/status
970d6a52-44b6-44b9-bf78-0876315b21b5,Facebook Marketing - Suno Research → Snowflake - MIDIAS_PAGAS,Giovanni Vargas,inactive,cron,0 0 04 * * ? UTC,skipped,2025-11-06T22:54:19Z,0.0,1,skipped|skipped|skipped|failed|skipped|skipped|skipped|skipped,2025-04-03T14:22:16Z|2025-04-03T15:22:38Z|2025-04-04T01:44:10Z|2025-04-05T01:44:10Z|2025-04-06T01:44:10Z|2025-04-07T13:40:06Z|2025-11-05T20:42:41Z|2025-11-06T22:54:19Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/970d6a52-44b6-44b9-bf78-0876315b21b5/status
ec4c514b-8b0c-4292-866c-b212c903d0ba,SECURITY - PG_SI_APP_READER - SNOW_RAW_STATUS_INVEST,Giovanni Vargas,active,cron,0 0 5 * * ? America/Sao_Paulo,success,2026-08-31T08:00:03Z,98.9,476,success|success|success|success|success|success|success|success|success|success,2026-08-22T08:00:03Z|2026-08-23T08:00:03Z|2026-08-24T08:00:03Z|2026-08-25T08:00:03Z|2026-08-26T08:00:03Z|2026-08-27T08:00Z|2026-08-28T08:00:04Z|2026-08-29T08:00:04Z|2026-08-30T08:00:04Z|2026-08-31T08:00:03Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/ec4c514b-8b0c-4292-866c-b212c903d0ba/status
2e56b056-2f59-46a2-834f-4b2d4867109d,Postgres - datahub → Snowflake - RAW_SUNO_LEGADO - HOTMART,Giovanni Vargas,inactive,manual,Manual,success,2025-08-06T00:00:21Z,100.0,3,success|success|success,2025-08-01T13:24:05Z|2025-08-05T22:14:51Z|2025-08-06T00:00:21Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/2e56b056-2f59-46a2-834f-4b2d4867109d/status
0d98f09b-148c-427c-b35b-79fd89daa949,Postgres - SUNO CORE PROD → Snowflake - RAW_SUNO_CORE  - SUNO_CORE_PROD,Time de Dados,active,manual,Manual,success,2026-09-01T05:00:08Z,99.8,13201,success|success|success|success|success|success|success|success|success|success,2026-08-31T21:30:06Z|2026-08-31T22:00:08Z|2026-08-31T22:30:06Z|2026-08-31T23:00:07Z|2026-08-31T23:30:05Z|2026-09-01T00:00:11Z|2026-09-01T00:30:05Z|2026-09-01T01:00:09Z|2026-09-01T01:30:06Z|2026-09-01T05:00:08Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/0d98f09b-148c-427c-b35b-79fd89daa949/status
c9de6ee6-dd80-4b14-bf4a-5b790f8396e1,Google Sheets - PVP_QUANTUM → Snowflake - RAW_SUNO_LEGADO - ASSET,Cedric Fagundes,active,cron,0 0 1 * * ? America/Sao_Paulo,success,2026-09-01T04:00:02Z,99.6,468,success|success|success|success|success|success|success|success|success|success,2026-08-23T04:00:02Z|2026-08-24T04:00:03Z|2026-08-25T04:00:03Z|2026-08-26T04:00:03Z|2026-08-27T04:00Z|2026-08-28T04:00:03Z|2026-08-29T04:00:03Z|2026-08-30T04:00:03Z|2026-08-31T04:00:03Z|2026-09-01T04:00:02Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/c9de6ee6-dd80-4b14-bf4a-5b790f8396e1/status
5bd74dda-e532-4e92-a543-05498761c901,Google Sheets - MAGNET VS NEGÓCIO → Snowflake - RAW_MARKETING - MARKETING,Giovanni Vargas,active,cron,0 0 09 * * ? UTC,success,2026-08-31T09:00:05Z,99.7,312,success|success|success|success|success|success|success|success|success|success,2026-08-22T09:00:04Z|2026-08-23T09:00:04Z|2026-08-24T09:00:05Z|2026-08-25T09:00:05Z|2026-08-26T09:00:06Z|2026-08-27T09:00Z|2026-08-28T09:00:06Z|2026-08-29T09:00:05Z|2026-08-30T09:00:05Z|2026-08-31T09:00:05Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/5bd74dda-e532-4e92-a543-05498761c901/status
d77e3767-049a-47dd-a225-7e4a265b3643,INDICES - PG_SI_APP_READER - SNOW_RAW_STATUS_INVEST,Giovanni Vargas,active,cron,0 0 6 * * ? America/Sao_Paulo,success,2026-08-31T09:00:05Z,97.4,582,success|success|success|success|success|success|success|success|success|success,2026-08-22T09:00:04Z|2026-08-23T09:00:05Z|2026-08-24T09:00:05Z|2026-08-25T09:00:05Z|2026-08-26T09:00:05Z|2026-08-27T09:00:03Z|2026-08-28T09:00:05Z|2026-08-29T09:00:05Z|2026-08-30T09:00:04Z|2026-08-31T09:00:05Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/d77e3767-049a-47dd-a225-7e4a265b3643/status
8e8b87e5-a182-48f4-ab84-82212216f1a3,Snowflake-SERVING_LAYER-MARKETING → Supabase - Production,Giovanni Vargas,inactive,cron,0 0 5 * * ? America/Sao_Paulo,skipped,2026-03-25T18:05:16Z,,0,skipped|skipped|skipped,2026-03-25T16:46:31Z|2026-03-25T17:50:31Z|2026-03-25T18:05:16Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/8e8b87e5-a182-48f4-ab84-82212216f1a3/status
4f870f22-cc2a-4fe1-8846-1845e65ebfee,WALLET - PG_SI_WALLET_READER→ SNOW_RAW_STATUS_INVEST,Giovanni Vargas,active,cron,0 30 7 * * ? America/Sao_Paulo,failed,2026-08-31T10:30Z,96.5,577,success|success|failed|success|success|failed|success|success|success|failed,2026-08-23T10:30Z|2026-08-24T10:30:01Z|2026-08-25T10:30Z|2026-08-26T10:30:01Z|2026-08-27T10:30:01Z|2026-08-28T10:30:01Z|2026-08-28T22:28:08Z|2026-08-29T10:30Z|2026-08-30T10:30:01Z|2026-08-31T10:30Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/4f870f22-cc2a-4fe1-8846-1845e65ebfee/status
d56a1404-2429-48c8-a012-0906df3fee69,Postgres SUNO app_api → Snowflake RAW SUNO_LEGADO,Time de Dados,active,cron,0 0 07 * * ? America/Sao_Paulo,success,2026-08-31T10:00:03Z,99.8,422,success|success|success|success|success|success|success|success|success|success,2026-08-22T10:00:02Z|2026-08-23T10:00:03Z|2026-08-24T10:00:03Z|2026-08-25T10:00:03Z|2026-08-26T10:00:03Z|2026-08-27T10:00:01Z|2026-08-28T10:00:04Z|2026-08-29T10:00:04Z|2026-08-30T10:00:04Z|2026-08-31T10:00:03Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/d56a1404-2429-48c8-a012-0906df3fee69/status
c60853ed-b9da-417c-ba82-a18cea427ba6,Postgres - SUNO CORE DEV → Snowflake RAW_SUNO_CORE_DEV,Time de Dados,active,manual,Manual,success,2026-07-14T13:54:55Z,96.5,114,success|success|success|success|success|success|failed|success|success|success,2025-07-31T19:07:29Z|2025-08-01T19:07:29Z|2025-08-02T19:07:29Z|2025-08-03T19:07:29Z|2025-08-04T19:07:29Z|2025-08-05T19:07:30Z|2026-06-16T17:46Z|2026-06-17T13:21:57Z|2026-06-17T13:49:03Z|2026-07-14T13:54:55Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/c60853ed-b9da-417c-ba82-a18cea427ba6/status
82aa51f9-b0ca-48a0-9aef-a0e3a54aa042,Postgres SUNO app_api PHONE_VALIDATION → Snowflake RAW SUNO_LEGADO,Time de Dados,inactive,cron,"0 0 8,11,14,17,20 * * ? America/Sao_Paulo",failed,2026-03-05T20:00Z,99.6,4079,success|success|success|success|success|success|success|success|success|failed,2026-03-03T23:00:01Z|2026-03-04T11:00:02Z|2026-03-04T14:00:01Z|2026-03-04T17:00:02Z|2026-03-04T20:00:02Z|2026-03-04T23:00:02Z|2026-03-05T11:00:02Z|2026-03-05T14:00:02Z|2026-03-05T17:00:02Z|2026-03-05T20:00Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/82aa51f9-b0ca-48a0-9aef-a0e3a54aa042/status
ceeffe40-4951-4206-9699-58d9a093c46d,Google Sheets - META ANIVERSARIO 2025 → Snowflake - RAW_MARKETING - MARKETING,Giovanni Vargas,active,cron,0 0 9 * * ? America/Sao_Paulo,success,2026-08-31T12:00:03Z,99.8,557,success|success|success|success|success|success|success|success|success|success,2026-08-22T12:00:04Z|2026-08-23T12:00:03Z|2026-08-24T12:00:03Z|2026-08-25T12:00:04Z|2026-08-26T12:00:01Z|2026-08-27T12:00:01Z|2026-08-28T12:00:04Z|2026-08-29T12:00:04Z|2026-08-30T12:00:04Z|2026-08-31T12:00:03Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/ceeffe40-4951-4206-9699-58d9a093c46d/status
0977051e-a19b-4140-ace3-a67ec1775fe7,Google Sheets - WEALTH_AUM_XP_US → Snowflake - RAW_SUNO_LEGADO - WEALTH,Cedric Fagundes,active,cron,0 30 13 ? * 1-5 America/Sao_Paulo,success,2026-08-31T16:30:01Z,100.0,325,success|success|success|success|success|success|success|success|success|success,2026-08-18T16:30:01Z|2026-08-19T16:30:01Z|2026-08-20T16:30:01Z|2026-08-23T16:30:01Z|2026-08-24T16:30:01Z|2026-08-25T16:30:01Z|2026-08-26T16:30:01Z|2026-08-27T16:30:01Z|2026-08-30T16:30:01Z|2026-08-31T16:30:01Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/0977051e-a19b-4140-ace3-a67ec1775fe7/status
f4587ca1-786f-464a-bd15-fee6cac2cc56,Google Sheets - SUNOCODE 11/2025 → Snowflake - RAW_MARKETING - MARKETING,Giovanni Vargas,active,basic,Diário,success,2026-08-31T18:35:39Z,99.9,865,success|success|success|success|success|success|success|success|success|success,2026-08-22T18:35:36Z|2026-08-23T18:35:36Z|2026-08-24T18:35:36Z|2026-08-25T18:35:37Z|2026-08-26T18:35:37Z|2026-08-27T18:35:37Z|2026-08-28T18:35:37Z|2026-08-29T18:35:38Z|2026-08-30T18:35:39Z|2026-08-31T18:35:39Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/f4587ca1-786f-464a-bd15-fee6cac2cc56/status
56f0de5d-aa42-4d53-b757-12940e91f589,Instagram → Snowflake - RAW_MARKETING - INSTAGRAM,Giovanni Vargas,active,cron,0 0 */6 ? * * * America/Sao_Paulo,success,2026-09-01T03:00:03Z,98.4,2884,success|success|success|success|success|success|success|success|success|success,2026-08-29T21:00:04Z|2026-08-30T03:00:04Z|2026-08-30T09:00:05Z|2026-08-30T15:00:05Z|2026-08-30T21:00:04Z|2026-08-31T03:00:03Z|2026-08-31T09:00:04Z|2026-08-31T15:00:05Z|2026-08-31T21:00:05Z|2026-09-01T03:00:03Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/56f0de5d-aa42-4d53-b757-12940e91f589/status
4f0ec015-8a73-45fb-9b1e-a8cdfe393c1a,HOURLY UPDATE - Salesforce → Snowflake - RAW_SALESFORCE - Salesforce,André Camacho / Paulo Sousa,active,cron,0 0 8-22/2 * * ? Brazil/East,failed,2026-09-01T01:00:03Z,86.5,215,success|success|success|success|success|success|failed|failed|failed|failed,2026-08-30T23:00:03Z|2026-08-31T01:00:03Z|2026-08-31T11:00:03Z|2026-08-31T13:00:03Z|2026-08-31T15:00:05Z|2026-08-31T17:00:04Z|2026-08-31T19:00:04Z|2026-08-31T21:00:05Z|2026-08-31T23:00:03Z|2026-09-01T01:00:03Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/4f0ec015-8a73-45fb-9b1e-a8cdfe393c1a/status
8ba67994-cc7a-46fa-9527-4c2993907dde,INDEXERS - PG_SI_APP_READER - SNOW_RAW_STATUS_INVEST,Giovanni Vargas,active,cron,0 30 6 * * ? America/Sao_Paulo,success,2026-08-31T09:30:01Z,97.8,582,success|success|success|success|success|success|success|success|success|success,2026-08-22T09:30:01Z|2026-08-23T09:30:01Z|2026-08-24T09:30:01Z|2026-08-25T09:30:01Z|2026-08-26T09:30:02Z|2026-08-27T09:30:01Z|2026-08-28T09:30:01Z|2026-08-29T09:30:01Z|2026-08-30T09:30:01Z|2026-08-31T09:30:01Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/8ba67994-cc7a-46fa-9527-4c2993907dde/status
d922614d-c46d-446a-9040-b3f0370d2097,Monday - CONSULTORIA STVM → Snowflake - CONSULTORIA MONDAY,André Camacho,active,cron,0 0 2 * * ? America/Sao_Paulo,success,2026-09-01T05:00:03Z,100.0,161,success|success|success|success|success|success|success|success|success|success,2026-08-23T05:00:03Z|2026-08-24T05:00:03Z|2026-08-25T05:00:03Z|2026-08-26T05:00:03Z|2026-08-27T05:00Z|2026-08-28T05:00:03Z|2026-08-29T05:00:03Z|2026-08-30T05:00:04Z|2026-08-31T05:00:03Z|2026-09-01T05:00:03Z,https://airbyte-c2dc4574f078cdf5.suno.com.br/workspaces/dc2a5e39-bb32-464b-b8f9-c51b6556258f/connections/d922614d-c46d-446a-9040-b3f0370d2097/status
