bu,database,schema,tabela,fqn,om_url,snowflake_url,tem_descricao,tem_owner,testes_total,testes_falha,testes_sucesso,testes_sem_execucao
A REVISAR,TRUSTED,SUNO_CORE_PROD,VIEWORDERFISCALPRODUCTS,Suno SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWORDERFISCALPRODUCTS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWORDERFISCALPRODUCTS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE_PROD/view/VIEWORDERFISCALPRODUCTS,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_CORE_PROD,VIEWORDERMONITORAUDIT,Suno SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWORDERMONITORAUDIT,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWORDERMONITORAUDIT,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE_PROD/view/VIEWORDERMONITORAUDIT,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_CORE_PROD,VIEWORDERSBYBUSINESSUNIT,Suno SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWORDERSBYBUSINESSUNIT,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWORDERSBYBUSINESSUNIT,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE_PROD/view/VIEWORDERSBYBUSINESSUNIT,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_CORE_PROD,VIEWORDERSMONTHLYSUMMARY,Suno SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWORDERSMONTHLYSUMMARY,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWORDERSMONTHLYSUMMARY,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE_PROD/view/VIEWORDERSMONTHLYSUMMARY,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_CORE_PROD,VIEWORDERSUMPRODUCTSPRICESV2,Suno SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWORDERSUMPRODUCTSPRICESV2,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWORDERSUMPRODUCTSPRICESV2,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE_PROD/view/VIEWORDERSUMPRODUCTSPRICESV2,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_CORE_PROD,VIEWORDERTRANSACTIONSGATEWAY,Suno SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWORDERTRANSACTIONSGATEWAY,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWORDERTRANSACTIONSGATEWAY,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE_PROD/view/VIEWORDERTRANSACTIONSGATEWAY,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_CORE_PROD,VIEWPLANSANDCATEGORIES,Suno SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWPLANSANDCATEGORIES,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE_PROD.VIEWPLANSANDCATEGORIES,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE_PROD/view/VIEWPLANSANDCATEGORIES,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_ANALISE_RENOVACOES,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_ANALISE_RENOVACOES,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_ANALISE_RENOVACOES,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_ANALISE_RENOVACOES,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_ANALISE_RENOVACOES_COM_PAGAMENTO,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_ANALISE_RENOVACOES_COM_PAGAMENTO,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_ANALISE_RENOVACOES_COM_PAGAMENTO,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_ANALISE_RENOVACOES_COM_PAGAMENTO,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_APPORDERS_WITH_RECOVERED_UTM,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_APPORDERS_WITH_RECOVERED_UTM,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_APPORDERS_WITH_RECOVERED_UTM,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_APPORDERS_WITH_RECOVERED_UTM,Não,Não,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_ASSINANTES_ATIVOS_SERIE_TOTAL,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_ASSINANTES_ATIVOS_SERIE_TOTAL,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_ASSINANTES_ATIVOS_SERIE_TOTAL,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_ASSINANTES_ATIVOS_SERIE_TOTAL,Sim,Não,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_BASE_DIARIA,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_BASE_DIARIA,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_BASE_DIARIA,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_BASE_DIARIA,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_BASE_DIARIA_2025_TOTAL,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_BASE_DIARIA_2025_TOTAL,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_BASE_DIARIA_2025_TOTAL,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_BASE_DIARIA_2025_TOTAL,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_BASE_SAIDAS,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_BASE_SAIDAS,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_BASE_SAIDAS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_BASE_SAIDAS,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_FREQUENCIA_VS_SAIDA_AGREGADO_MENSAL,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_FREQUENCIA_VS_SAIDA_AGREGADO_MENSAL,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_FREQUENCIA_VS_SAIDA_AGREGADO_MENSAL,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_FREQUENCIA_VS_SAIDA_AGREGADO_MENSAL,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_FREQUENCIA_VS_SAIDA_AGREGADO_TOTAL,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_FREQUENCIA_VS_SAIDA_AGREGADO_TOTAL,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_FREQUENCIA_VS_SAIDA_AGREGADO_TOTAL,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/table/VW_FREQUENCIA_VS_SAIDA_AGREGADO_TOTAL,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_FREQ_ACESSO_ASSINANTE,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_FREQ_ACESSO_ASSINANTE,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_FREQ_ACESSO_ASSINANTE,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_FREQ_ACESSO_ASSINANTE,Não,Não,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_FREQ_ACESSO_MENSAL,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_FREQ_ACESSO_MENSAL,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_FREQ_ACESSO_MENSAL,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_FREQ_ACESSO_MENSAL,Não,Não,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_MRR_AGREGADO,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_MRR_AGREGADO,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_MRR_AGREGADO,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_MRR_AGREGADO,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_MRR_DETALHADO,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_MRR_DETALHADO,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_MRR_DETALHADO,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_MRR_DETALHADO,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_QTD_EXPIRACOES_POR_SAFRA,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_QTD_EXPIRACOES_POR_SAFRA,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_QTD_EXPIRACOES_POR_SAFRA,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_QTD_EXPIRACOES_POR_SAFRA,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_SAIDAS_UNIFICADA,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_SAIDAS_UNIFICADA,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_SAIDAS_UNIFICADA,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_SAIDAS_UNIFICADA,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_SALDO_DIARIO,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_SALDO_DIARIO,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_SALDO_DIARIO,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_SALDO_DIARIO,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_SALDO_DIARIO_BASE_ATUAL,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_SALDO_DIARIO_BASE_ATUAL,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_SALDO_DIARIO_BASE_ATUAL,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_SALDO_DIARIO_BASE_ATUAL,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_VENDAS,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_VENDAS,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_VENDAS_BKP_251212,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_BKP_251212,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_BKP_251212,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_VENDAS_BKP_251212,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_VENDAS_NEW_GIO,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_NEW_GIO,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_NEW_GIO,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_VENDAS_NEW_GIO,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_VENDAS_SEGMENTED,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_SEGMENTED,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_SEGMENTED,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_VENDAS_SEGMENTED,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_VENDAS_V2_260128,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_V2_260128,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_V2_260128,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_VENDAS_V2_260128,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_VENDAS_V2_260227,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_V2_260227,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDAS_V2_260227,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_VENDAS_V2_260227,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_VENDA_POR_HORA,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDA_POR_HORA,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDA_POR_HORA,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_VENDA_POR_HORA,Não,Sim,0,0,0,0
A REVISAR,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_VENDA_POR_HORA_SEGMENTED,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDA_POR_HORA_SEGMENTED,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_VENDA_POR_HORA_SEGMENTED,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_VENDA_POR_HORA_SEGMENTED,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_CORE_PROD,ViewPlansAndCategories,Suno SnowFlake.TRUSTED.SUNO_CORE_PROD.ViewPlansAndCategories,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE_PROD.ViewPlansAndCategories,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE_PROD/view/ViewPlansAndCategories,Não,Sim,0,0,0,0
A REVISAR,RAW_SUNO_CORE,SUNO_CORE_PROD,_AIRBYTE_CONNECTION_TEST_3170E5026ED8497AAA661498FB70F2E9,Suno SnowFlake.RAW_SUNO_CORE.SUNO_CORE_PROD._AIRBYTE_CONNECTION_TEST_3170E5026ED8497AAA661498FB70F2E9,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_CORE.SUNO_CORE_PROD._AIRBYTE_CONNECTION_TEST_3170E5026ED8497AAA661498FB70F2E9,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_CORE/schemas/SUNO_CORE_PROD/table/_AIRBYTE_CONNECTION_TEST_3170E5026ED8497AAA661498FB70F2E9,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_LEGADO,ORDERS,Suno SnowFlake.TRUSTED.SUNO_LEGADO.ORDERS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.ORDERS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/ORDERS,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_LEGADO,ORDER_BILLING,Suno SnowFlake.TRUSTED.SUNO_LEGADO.ORDER_BILLING,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.ORDER_BILLING,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/ORDER_BILLING,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_LEGADO,ORDER_LINE_ITEMS,Suno SnowFlake.TRUSTED.SUNO_LEGADO.ORDER_LINE_ITEMS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.ORDER_LINE_ITEMS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/ORDER_LINE_ITEMS,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_LEGADO,ORDER_SOURCE_UTMS,Suno SnowFlake.TRUSTED.SUNO_LEGADO.ORDER_SOURCE_UTMS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.ORDER_SOURCE_UTMS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/ORDER_SOURCE_UTMS,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_LEGADO,PAY_ORDER_SOURCE_UTM,Suno SnowFlake.TRUSTED.SUNO_LEGADO.PAY_ORDER_SOURCE_UTM,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.PAY_ORDER_SOURCE_UTM,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/PAY_ORDER_SOURCE_UTM,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_LEGADO,PAY_ORD_HIST_GAT_INV_PAYLOAD,Suno SnowFlake.TRUSTED.SUNO_LEGADO.PAY_ORD_HIST_GAT_INV_PAYLOAD,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.PAY_ORD_HIST_GAT_INV_PAYLOAD,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/PAY_ORD_HIST_GAT_INV_PAYLOAD,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_LEGADO,PAY_ORD_HIST_ORDER_LINE_ITEMS,Suno SnowFlake.TRUSTED.SUNO_LEGADO.PAY_ORD_HIST_ORDER_LINE_ITEMS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.PAY_ORD_HIST_ORDER_LINE_ITEMS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/PAY_ORD_HIST_ORDER_LINE_ITEMS,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_LEGADO,PAY_ORD_HIST_PAY_ORDERS,Suno SnowFlake.TRUSTED.SUNO_LEGADO.PAY_ORD_HIST_PAY_ORDERS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.PAY_ORD_HIST_PAY_ORDERS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/PAY_ORD_HIST_PAY_ORDERS,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_LEGADO,PAY_ORD_HIST_SOURCE_UTMS,Suno SnowFlake.TRUSTED.SUNO_LEGADO.PAY_ORD_HIST_SOURCE_UTMS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.PAY_ORD_HIST_SOURCE_UTMS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/PAY_ORD_HIST_SOURCE_UTMS,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_LEGADO,PAY_ORD_HIST_WP_ORDER_PAYLOAD,Suno SnowFlake.TRUSTED.SUNO_LEGADO.PAY_ORD_HIST_WP_ORDER_PAYLOAD,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.PAY_ORD_HIST_WP_ORDER_PAYLOAD,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/PAY_ORD_HIST_WP_ORDER_PAYLOAD,Não,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_LEGADO,USERS_PERSONAL_INFORMATION,Suno SnowFlake.TRUSTED.SUNO_LEGADO.USERS_PERSONAL_INFORMATION,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.USERS_PERSONAL_INFORMATION,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/USERS_PERSONAL_INFORMATION,Sim,Sim,0,0,0,0
A REVISAR,TRUSTED,SUNO_LEGADO,WP_TERM_RELATIONSHIPS,Suno SnowFlake.TRUSTED.SUNO_LEGADO.WP_TERM_RELATIONSHIPS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.WP_TERM_RELATIONSHIPS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/WP_TERM_RELATIONSHIPS,Sim,Sim,0,0,0,0
A REVISAR,RAW_SUNO_LEGADO,WH_TABLES,_AIRBYTE_CONNECTION_TEST_31C54D7DC9B04D4B9D16E13C0413E867,Suno SnowFlake.RAW_SUNO_LEGADO.WH_TABLES._AIRBYTE_CONNECTION_TEST_31C54D7DC9B04D4B9D16E13C0413E867,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.WH_TABLES._AIRBYTE_CONNECTION_TEST_31C54D7DC9B04D4B9D16E13C0413E867,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/WH_TABLES/table/_AIRBYTE_CONNECTION_TEST_31C54D7DC9B04D4B9D16E13C0413E867,Não,Sim,0,0,0,0
A REVISAR,RAW_SUNO_LEGADO,airbyte_internal,"01""","Suno SnowFlake.RAW_SUNO_LEGADO.airbyte_internal.""SUNO_raw__stream_SUNO EL 03.01""",http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.airbyte_internal.%22SUNO_raw__stream_SUNO%20EL%2003.01%22,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/airbyte_internal/table/SUNO_raw__stream_SUNO EL 03.01,Não,Sim,0,0,0,0
A REVISAR,RAW_SUNO_LEGADO,airbyte_internal,ASSET_raw__stream_SNEL_Consolidado_01_25,Suno SnowFlake.RAW_SUNO_LEGADO.airbyte_internal.ASSET_raw__stream_SNEL_Consolidado_01_25,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.airbyte_internal.ASSET_raw__stream_SNEL_Consolidado_01_25,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/airbyte_internal/table/ASSET_raw__stream_SNEL_Consolidado_01_25,Não,Sim,0,0,0,0
A REVISAR,RAW_SUNO_LEGADO,airbyte_internal,ASSET_raw__stream_Saldos BTG,Suno SnowFlake.RAW_SUNO_LEGADO.airbyte_internal.ASSET_raw__stream_Saldos BTG,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.airbyte_internal.ASSET_raw__stream_Saldos%20BTG,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/airbyte_internal/table/ASSET_raw__stream_Saldos BTG,Não,Sim,0,0,0,0
A REVISAR,RAW_SUNO_LEGADO,airbyte_internal,ASSET_raw__stream_Saldos XP,Suno SnowFlake.RAW_SUNO_LEGADO.airbyte_internal.ASSET_raw__stream_Saldos XP,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.airbyte_internal.ASSET_raw__stream_Saldos%20XP,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/airbyte_internal/table/ASSET_raw__stream_Saldos XP,Não,Sim,0,0,0,0
