bu,database,schema,tabela,fqn,om_url,snowflake_url,tem_descricao,tem_owner,testes_total,testes_falha,testes_sucesso,testes_sem_execucao
ASSINATURAS,REFINED_RESEARCH,SUBSCRIBER_EVENTS,VW_MEDIA_ACESSO_MENSAL,Suno SnowFlake.REFINED_RESEARCH.SUBSCRIBER_EVENTS.VW_MEDIA_ACESSO_MENSAL,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_RESEARCH.SUBSCRIBER_EVENTS.VW_MEDIA_ACESSO_MENSAL,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_RESEARCH/schemas/SUBSCRIBER_EVENTS/view/VW_MEDIA_ACESSO_MENSAL,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_LEGADO,SUNO,DE_PARA_PRODUCTS_HOTMART_PRODUTOS,Suno SnowFlake.RAW_SUNO_LEGADO.SUNO.DE_PARA_PRODUCTS_HOTMART_PRODUTOS,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.SUNO.DE_PARA_PRODUCTS_HOTMART_PRODUTOS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/SUNO/table/DE_PARA_PRODUCTS_HOTMART_PRODUTOS,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_LEGADO,SUNO,POWER_AUTOMATE_CONVERSION DATALAKE,Suno SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_CONVERSION DATALAKE,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_CONVERSION%20DATALAKE,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/SUNO/table/POWER_AUTOMATE_CONVERSION DATALAKE,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_LEGADO,SUNO,POWER_AUTOMATE_CORE A FLOW,Suno SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_CORE A FLOW,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_CORE%20A%20FLOW,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/SUNO/table/POWER_AUTOMATE_CORE A FLOW,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_LEGADO,SUNO,POWER_AUTOMATE_CORE B FLOW,Suno SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_CORE B FLOW,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_CORE%20B%20FLOW,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/SUNO/table/POWER_AUTOMATE_CORE B FLOW,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_LEGADO,SUNO,POWER_AUTOMATE_DAILY FLOW,Suno SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_DAILY FLOW,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_DAILY%20FLOW,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/SUNO/table/POWER_AUTOMATE_DAILY FLOW,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_LEGADO,SUNO,POWER_AUTOMATE_DIMENSIONS AND FACTS,Suno SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_DIMENSIONS AND FACTS,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_DIMENSIONS%20AND%20FACTS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/SUNO/table/POWER_AUTOMATE_DIMENSIONS AND FACTS,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_LEGADO,SUNO,POWER_AUTOMATE_DREMIO DATALAKE,Suno SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_DREMIO DATALAKE,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_DREMIO%20DATALAKE,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/SUNO/table/POWER_AUTOMATE_DREMIO DATALAKE,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_LEGADO,SUNO,POWER_AUTOMATE_LEADS TEST,Suno SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_LEADS TEST,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_LEADS%20TEST,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/SUNO/table/POWER_AUTOMATE_LEADS TEST,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_LEGADO,SUNO,POWER_AUTOMATE_SHEETS,Suno SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_SHEETS,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_SHEETS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/SUNO/table/POWER_AUTOMATE_SHEETS,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_LEGADO,SUNO,POWER_AUTOMATE_WEEKLY FLOW,Suno SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_WEEKLY FLOW,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.SUNO.POWER_AUTOMATE_WEEKLY%20FLOW,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/SUNO/table/POWER_AUTOMATE_WEEKLY FLOW,Não,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_CORE,APPCUSTOMERSUBSCRIPTIONPRODUCTS,Suno SnowFlake.TRUSTED.SUNO_CORE.APPCUSTOMERSUBSCRIPTIONPRODUCTS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE.APPCUSTOMERSUBSCRIPTIONPRODUCTS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE/dynamic-table/APPCUSTOMERSUBSCRIPTIONPRODUCTS,Sim,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_CORE,APPCUSTOMERSUBSCRIPTIONS,Suno SnowFlake.TRUSTED.SUNO_CORE.APPCUSTOMERSUBSCRIPTIONS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE.APPCUSTOMERSUBSCRIPTIONS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE/dynamic-table/APPCUSTOMERSUBSCRIPTIONS,Sim,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_CORE,APPCUSTOMERSUBSCRIPTIONS_FLAG_AUTRENEWAL,Suno SnowFlake.TRUSTED.SUNO_CORE.APPCUSTOMERSUBSCRIPTIONS_FLAG_AUTRENEWAL,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE.APPCUSTOMERSUBSCRIPTIONS_FLAG_AUTRENEWAL,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE/dynamic-table/APPCUSTOMERSUBSCRIPTIONS_FLAG_AUTRENEWAL,Não,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_CORE,APPCUSTOMERSUBSCRIPTIONS_JOIN_ORDERID,Suno SnowFlake.TRUSTED.SUNO_CORE.APPCUSTOMERSUBSCRIPTIONS_JOIN_ORDERID,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE.APPCUSTOMERSUBSCRIPTIONS_JOIN_ORDERID,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE/dynamic-table/APPCUSTOMERSUBSCRIPTIONS_JOIN_ORDERID,Sim,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_CORE,APPCUSTOMERSUBSCRIPTIONS_JOIN_ORDERID_FLAG_AUTRENEWAL,Suno SnowFlake.TRUSTED.SUNO_CORE.APPCUSTOMERSUBSCRIPTIONS_JOIN_ORDERID_FLAG_AUTRENEWAL,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE.APPCUSTOMERSUBSCRIPTIONS_JOIN_ORDERID_FLAG_AUTRENEWAL,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE/dynamic-table/APPCUSTOMERSUBSCRIPTIONS_JOIN_ORDERID_FLAG_AUTRENEWAL,Sim,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_CORE,TB_AUDIT_SUBSCRIPTIONS_EOM_IDS,Suno SnowFlake.TRUSTED.SUNO_CORE.TB_AUDIT_SUBSCRIPTIONS_EOM_IDS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE.TB_AUDIT_SUBSCRIPTIONS_EOM_IDS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE/table/TB_AUDIT_SUBSCRIPTIONS_EOM_IDS,Não,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_CORE,TR_APPCUSTOMERSUBSCRIPTIONS_UNIFIED_CORE_LEGADOVH,Suno SnowFlake.TRUSTED.SUNO_CORE.TR_APPCUSTOMERSUBSCRIPTIONS_UNIFIED_CORE_LEGADOVH,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE.TR_APPCUSTOMERSUBSCRIPTIONS_UNIFIED_CORE_LEGADOVH,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE/dynamic-table/TR_APPCUSTOMERSUBSCRIPTIONS_UNIFIED_CORE_LEGADOVH,Sim,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_CORE,TR_APPCUSTOMERSUBSCRIPTIONS_UN_LEGADO_ORDERS,Suno SnowFlake.TRUSTED.SUNO_CORE.TR_APPCUSTOMERSUBSCRIPTIONS_UN_LEGADO_ORDERS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE.TR_APPCUSTOMERSUBSCRIPTIONS_UN_LEGADO_ORDERS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE/dynamic-table/TR_APPCUSTOMERSUBSCRIPTIONS_UN_LEGADO_ORDERS,Sim,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_CORE,TR_APPCUSTOMERSUBSCRIPTIONS_UN_LEG_ORD_FLAG_AUTRENEWAL,Suno SnowFlake.TRUSTED.SUNO_CORE.TR_APPCUSTOMERSUBSCRIPTIONS_UN_LEG_ORD_FLAG_AUTRENEWAL,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE.TR_APPCUSTOMERSUBSCRIPTIONS_UN_LEG_ORD_FLAG_AUTRENEWAL,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE/dynamic-table/TR_APPCUSTOMERSUBSCRIPTIONS_UN_LEG_ORD_FLAG_AUTRENEWAL,Sim,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_CORE,VW_AUDIT_SUBSCRIPTIONS_EOM_IDS,Suno SnowFlake.TRUSTED.SUNO_CORE.VW_AUDIT_SUBSCRIPTIONS_EOM_IDS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE.VW_AUDIT_SUBSCRIPTIONS_EOM_IDS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE/view/VW_AUDIT_SUBSCRIPTIONS_EOM_IDS,Não,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_CORE,VW_AUDIT_SUBSCRIPTIONS_EOM_JAN_FEB,Suno SnowFlake.TRUSTED.SUNO_CORE.VW_AUDIT_SUBSCRIPTIONS_EOM_JAN_FEB,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE.VW_AUDIT_SUBSCRIPTIONS_EOM_JAN_FEB,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE/view/VW_AUDIT_SUBSCRIPTIONS_EOM_JAN_FEB,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_CORE,SUNO_CORE_DEV,APPCUSTOMERSUBSCRIPTIONPRODUCTS,Suno SnowFlake.RAW_SUNO_CORE.SUNO_CORE_DEV.APPCUSTOMERSUBSCRIPTIONPRODUCTS,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_CORE.SUNO_CORE_DEV.APPCUSTOMERSUBSCRIPTIONPRODUCTS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_CORE/schemas/SUNO_CORE_DEV/table/APPCUSTOMERSUBSCRIPTIONPRODUCTS,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_CORE,SUNO_CORE_DEV,APPCUSTOMERSUBSCRIPTIONS,Suno SnowFlake.RAW_SUNO_CORE.SUNO_CORE_DEV.APPCUSTOMERSUBSCRIPTIONS,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_CORE.SUNO_CORE_DEV.APPCUSTOMERSUBSCRIPTIONS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_CORE/schemas/SUNO_CORE_DEV/table/APPCUSTOMERSUBSCRIPTIONS,Não,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_CORE_DEV,TR_SC_ASSINATURAS,Suno SnowFlake.TRUSTED.SUNO_CORE_DEV.TR_SC_ASSINATURAS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_CORE_DEV.TR_SC_ASSINATURAS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_CORE_DEV/dynamic-table/TR_SC_ASSINATURAS,Não,Sim,0,0,0,0
ASSINATURAS,REFINED_SUNO_CORE,SUNO_CORE_DEV,VW_MRR_ASSINATURA,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_MRR_ASSINATURA,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_DEV.VW_MRR_ASSINATURA,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_DEV/view/VW_MRR_ASSINATURA,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_CORE,SUNO_CORE_PROD,APPCUSTOMERSUBSCRIPTIONPRODUCTS,Suno SnowFlake.RAW_SUNO_CORE.SUNO_CORE_PROD.APPCUSTOMERSUBSCRIPTIONPRODUCTS,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_CORE.SUNO_CORE_PROD.APPCUSTOMERSUBSCRIPTIONPRODUCTS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_CORE/schemas/SUNO_CORE_PROD/table/APPCUSTOMERSUBSCRIPTIONPRODUCTS,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_CORE,SUNO_CORE_PROD,APPCUSTOMERSUBSCRIPTIONS,Suno SnowFlake.RAW_SUNO_CORE.SUNO_CORE_PROD.APPCUSTOMERSUBSCRIPTIONS,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_CORE.SUNO_CORE_PROD.APPCUSTOMERSUBSCRIPTIONS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_CORE/schemas/SUNO_CORE_PROD/table/APPCUSTOMERSUBSCRIPTIONS,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_CORE,SUNO_CORE_PROD,APPSUBSCRIPTIONRENEWALATTEMPTS,Suno SnowFlake.RAW_SUNO_CORE.SUNO_CORE_PROD.APPSUBSCRIPTIONRENEWALATTEMPTS,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_CORE.SUNO_CORE_PROD.APPSUBSCRIPTIONRENEWALATTEMPTS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_CORE/schemas/SUNO_CORE_PROD/table/APPSUBSCRIPTIONRENEWALATTEMPTS,Não,Não,0,0,0,0
ASSINATURAS,REFINED_SUNO_CORE,SUNO_CORE_PROD,VW_FATO_MOVIMENTACAO_ASSINANTES_STATUS_INVEST,Suno SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_FATO_MOVIMENTACAO_ASSINANTES_STATUS_INVEST,http://2.24.76.116:8585/table/Suno%20SnowFlake.REFINED_SUNO_CORE.SUNO_CORE_PROD.VW_FATO_MOVIMENTACAO_ASSINANTES_STATUS_INVEST,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/REFINED_SUNO_CORE/schemas/SUNO_CORE_PROD/view/VW_FATO_MOVIMENTACAO_ASSINANTES_STATUS_INVEST,Não,Sim,0,0,0,0
ASSINATURAS,TRUSTED,SUNO_LEGADO,TR_SUBSCRIBER_EVENTS,Suno SnowFlake.TRUSTED.SUNO_LEGADO.TR_SUBSCRIBER_EVENTS,http://2.24.76.116:8585/table/Suno%20SnowFlake.TRUSTED.SUNO_LEGADO.TR_SUBSCRIBER_EVENTS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/TRUSTED/schemas/SUNO_LEGADO/dynamic-table/TR_SUBSCRIBER_EVENTS,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,WALLET,CONSOLIDATIONEXECUTIONTIME,Suno SnowFlake.RAW_STATUS_INVEST.WALLET.CONSOLIDATIONEXECUTIONTIME,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.WALLET.CONSOLIDATIONEXECUTIONTIME,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/WALLET/table/CONSOLIDATIONEXECUTIONTIME,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,WALLET,CONSOLIDATIONHISTORY,Suno SnowFlake.RAW_STATUS_INVEST.WALLET.CONSOLIDATIONHISTORY,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.WALLET.CONSOLIDATIONHISTORY,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/WALLET/table/CONSOLIDATIONHISTORY,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,WALLET,POSITIONBROKER,Suno SnowFlake.RAW_STATUS_INVEST.WALLET.POSITIONBROKER,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.WALLET.POSITIONBROKER,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/WALLET/table/POSITIONBROKER,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,WALLET,POSITIONCONSOLIDATED,Suno SnowFlake.RAW_STATUS_INVEST.WALLET.POSITIONCONSOLIDATED,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.WALLET.POSITIONCONSOLIDATED,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/WALLET/table/POSITIONCONSOLIDATED,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,WALLET,POSITIONFIXEDCONSOLIDATED,Suno SnowFlake.RAW_STATUS_INVEST.WALLET.POSITIONFIXEDCONSOLIDATED,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.WALLET.POSITIONFIXEDCONSOLIDATED,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/WALLET/table/POSITIONFIXEDCONSOLIDATED,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,WALLET,SYNCRONIZATIONHISTORY,Suno SnowFlake.RAW_STATUS_INVEST.WALLET.SYNCRONIZATIONHISTORY,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.WALLET.SYNCRONIZATIONHISTORY,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/WALLET/table/SYNCRONIZATIONHISTORY,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,WALLET,TRANSACTIONS,Suno SnowFlake.RAW_STATUS_INVEST.WALLET.TRANSACTIONS,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.WALLET.TRANSACTIONS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/WALLET/table/TRANSACTIONS,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,WALLET,WALLET,Suno SnowFlake.RAW_STATUS_INVEST.WALLET.WALLET,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.WALLET.WALLET,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/WALLET/table/WALLET,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,WALLETSTATISTICS,DAILYSTATISTICS,Suno SnowFlake.RAW_STATUS_INVEST.WALLETSTATISTICS.DAILYSTATISTICS,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.WALLETSTATISTICS.DAILYSTATISTICS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/WALLETSTATISTICS/table/DAILYSTATISTICS,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,WALLETSTATISTICS,GENERALSTATISTICS,Suno SnowFlake.RAW_STATUS_INVEST.WALLETSTATISTICS.GENERALSTATISTICS,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.WALLETSTATISTICS.GENERALSTATISTICS,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/WALLETSTATISTICS/table/GENERALSTATISTICS,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,WALLETSTATISTICS,GENERALSTATISTICSCATEGORY,Suno SnowFlake.RAW_STATUS_INVEST.WALLETSTATISTICS.GENERALSTATISTICSCATEGORY,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.WALLETSTATISTICS.GENERALSTATISTICSCATEGORY,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/WALLETSTATISTICS/table/GENERALSTATISTICSCATEGORY,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,airbyte_internal,DIGITAL_ANALYTICS_raw__stream_GCP_events_20241122,Suno SnowFlake.RAW_STATUS_INVEST.airbyte_internal.DIGITAL_ANALYTICS_raw__stream_GCP_events_20241122,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.airbyte_internal.DIGITAL_ANALYTICS_raw__stream_GCP_events_20241122,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/airbyte_internal/table/DIGITAL_ANALYTICS_raw__stream_GCP_events_20241122,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_LEGADO,airbyte_internal,HOTMART_raw__stream_Produtos,Suno SnowFlake.RAW_SUNO_LEGADO.airbyte_internal.HOTMART_raw__stream_Produtos,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.airbyte_internal.HOTMART_raw__stream_Produtos,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/airbyte_internal/table/HOTMART_raw__stream_Produtos,Não,Sim,0,0,0,0
ASSINATURAS,RAW_SUNO_LEGADO,airbyte_internal,HOTMART_raw__stream_htmt_sales,Suno SnowFlake.RAW_SUNO_LEGADO.airbyte_internal.HOTMART_raw__stream_htmt_sales,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_SUNO_LEGADO.airbyte_internal.HOTMART_raw__stream_htmt_sales,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_SUNO_LEGADO/schemas/airbyte_internal/table/HOTMART_raw__stream_htmt_sales,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,airbyte_internal,STATUS_INVEST_raw__stream__airbyte_connection_test_14808da547d742fbb6508a005c882eb0,Suno SnowFlake.RAW_STATUS_INVEST.airbyte_internal.STATUS_INVEST_raw__stream__airbyte_connection_test_14808da547d742fbb6508a005c882eb0,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.airbyte_internal.STATUS_INVEST_raw__stream__airbyte_connection_test_14808da547d742fbb6508a005c882eb0,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/airbyte_internal/table/STATUS_INVEST_raw__stream__airbyte_connection_test_14808da547d742fbb6508a005c882eb0,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,airbyte_internal,STATUS_INVEST_raw__stream__airbyte_connection_test_179d94453e8743a4969ce625c10bf644,Suno SnowFlake.RAW_STATUS_INVEST.airbyte_internal.STATUS_INVEST_raw__stream__airbyte_connection_test_179d94453e8743a4969ce625c10bf644,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.airbyte_internal.STATUS_INVEST_raw__stream__airbyte_connection_test_179d94453e8743a4969ce625c10bf644,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/airbyte_internal/table/STATUS_INVEST_raw__stream__airbyte_connection_test_179d94453e8743a4969ce625c10bf644,Não,Sim,0,0,0,0
ASSINATURAS,RAW_STATUS_INVEST,airbyte_internal,STATUS_INVEST_raw__stream__airbyte_connection_test_2f66e27b38f041c4bc25cf4c66a47f9c,Suno SnowFlake.RAW_STATUS_INVEST.airbyte_internal.STATUS_INVEST_raw__stream__airbyte_connection_test_2f66e27b38f041c4bc25cf4c66a47f9c,http://2.24.76.116:8585/table/Suno%20SnowFlake.RAW_STATUS_INVEST.airbyte_internal.STATUS_INVEST_raw__stream__airbyte_connection_test_2f66e27b38f041c4bc25cf4c66a47f9c,https://app.snowflake.com/qeylctm/xgb98696/#/data/databases/RAW_STATUS_INVEST/schemas/airbyte_internal/table/STATUS_INVEST_raw__stream__airbyte_connection_test_2f66e27b38f041c4bc25cf4c66a47f9c,Não,Sim,0,0,0,0
