id,nome,ultimo_status,ultima_execucao,taxa_sucesso_pct,coletado_em
688b34d0-86df-465f-a166-2352006541bf,CURRENCY - PG_SI_APP_APP_READER - SNOW_RAW_STATUS_INVEST,success,2026-08-27T08:00:01Z,99.2,2026-08-27T14:20:47.417734+00:00
5a2a30c8-b3f0-4d78-ab94-c26b4ed13c05,BigQuery → Snowflake - RAW_MARKETING - GA4,success,2026-03-08T05:00:01Z,93.4,2026-08-27T14:20:47.417736+00:00
f216b9e4-27a5-4fd9-93fa-16567fc47edc,Google Sheets - SUNOCODE 04/2025 → Snowflake - RAW_MARKETING - MARKETING,success,2025-06-09T09:00:03Z,100.0,2026-08-27T14:20:47.417738+00:00
26e706ec-a3ca-4b9a-8703-9b925a403634,SUNO_NOTICIAS_WP - MYSQL_SUNO - SNOW_RAW_SUNO_LEGADO,success,2025-08-10T04:00:03Z,99.0,2026-08-27T14:20:47.417741+00:00
739167ab-2e29-49fc-850f-33d95b604d0c,SQS - suno-analytics → Snowflake RAW SUNO_LEGADO,skipped,2025-03-18T21:43:24Z,,2026-08-27T14:20:47.417743+00:00
cbaab7c3-d9eb-49ff-a2db-cc67054d553c,Google Sheets - Fundos e Pares → Snowflake - RAW_MARKETING - MIDIAS,success,2026-08-26T16:00Z,100.0,2026-08-27T14:20:47.417745+00:00
1993096c-9afd-4f2a-8bd1-3c300ab03daa,Google Sheets - Tasks Time Dados → Snowflake - DEV TIME DADOS,success,2025-08-09T15:00:04Z,99.4,2026-08-27T14:20:47.417747+00:00
e10ef7f6-86c8-4533-8275-28cbe38a6cfe,WALLETSTATISTICS - PG_SI_WALLET_READER GENERALSTATISTICS→ SNOW_RAW_STATUS_INVEST,success,2026-08-27T11:30:01Z,98.2,2026-08-27T14:20:47.417749+00:00
a428a846-88cd-4b4d-8d95-116439a9c2c7,SALES - PG_SI_APP - SNOW_RAW_STATUS_INVEST,success,2026-08-26T18:00:01Z,95.1,2026-08-27T14:20:47.417752+00:00
dfd62be4-f2a5-47c8-9471-af1eedc5d665,Google Sheets - INSTAGRAM_VISAO_SEMANAL → Snowflake - RAW_MARKETING - MARKETING,success,2026-08-25T11:00:03Z,100.0,2026-08-27T14:20:47.417754+00:00
4a3f1a36-b471-4e82-8091-5a1856b92725,SUNO_OMS - SQL_SERVER_NEXXUS_SUNO_OMS - SNOW_RAW_SUNO_LEGADO_NEXXUS,success,2026-08-27T07:30Z,96.9,2026-08-27T14:20:47.417756+00:00
279ba07c-69cc-4426-b351-d10c3c01bd7e,AAI - PG_SI_APP - SNOW_RAW_STATUS_INVEST,success,2026-08-27T09:00:03Z,97.6,2026-08-27T14:20:47.417758+00:00
a68c3228-faea-4ce7-8335-1784ed78003c,Google Sheets - DE_PARA_PRODUCTS_HOTMART → Snowflake - RAW_SUNO_LEGADO - HOTMART,success,2025-05-21T22:48:03Z,66.7,2026-08-27T14:20:47.417761+00:00
6c9e7c3b-4181-4c18-b062-32484015a2d2,Google Sheets - LEADS_FUNIL_SUBFUNIL_DE_PARA → Snowflake - RAW_MARKETING - LEADS,success,2026-08-27T12:00Z,99.9,2026-08-27T14:20:47.417763+00:00
7b65e55a-2de9-4a2c-96f0-a1f927689829,Postgres - SUNO CORE PROD → Snowflake - STG_SUNO_CORE  - SUNO_CORE_STG,success,2025-12-11T13:00:01Z,100.0,2026-08-27T14:20:47.417765+00:00
ba1f277e-9685-4f09-b6f8-2d44320eafa8,Postgres - Status Invest - CONSOLIDATIONHISTORY→ Snowflake - RAW STATUS_INVEST,success,2026-08-27T06:00Z,99.5,2026-08-27T14:20:47.417768+00:00
3920c00a-9b2b-4658-895b-410e6379c364,Google Sheets - AuC Consultoria Historica → Snowflake - RAW_SUNO_LEGADO - CONSULTORIA,success,2026-08-27T07:00:01Z,99.7,2026-08-27T14:20:47.417770+00:00
